"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","N","S","RBD","LFA","Direct","Neutralization","testName"
0.5,0.887417166500667,0.888239584637407,0.852351683513521,0.876839952138043,0.898935081346054,0.918099398244479,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.6,0.884160170257437,0.885007433963732,0.84830299283268,0.873286352994496,0.89599845291245,0.915768604509134,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.7,0.880819040895997,0.881647498780081,0.844091885237023,0.869615160735114,0.892931382219032,0.913211982072116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.8,0.877392370315972,0.878288969719909,0.839608900330768,0.865970143611328,0.889817495992604,0.910755596541379,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.9,0.873878779713171,0.874795032896121,0.83469845803821,0.862163510071336,0.88677000182461,0.908237329676342,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1,0.87027692377745,0.871238589156484,0.830061035570149,0.858219847974805,0.883470609483477,0.90551684104264,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.1,0.866585495058827,0.867656496720757,0.825039707036339,0.854190759071582,0.880285806451238,0.90292242041512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.2,0.862803228494807,0.863922337960998,0.819867679951527,0.849977859971537,0.876930462786729,0.900263532079627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.3,0.858928906090173,0.860143356739254,0.814254439515021,0.845559443335338,0.87353391031547,0.89761931010285,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.4,0.854961361738785,0.85625518364987,0.808882215892628,0.841251751340001,0.870064429834275,0.894983978311138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.5,0.850899486175062,0.852266184373179,0.802746302757246,0.836731435037224,0.86651492915662,0.892320984830881,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.6,0.846742232040932,0.84817884994216,0.796735305396941,0.832059658342806,0.862875267804922,0.889772462947726,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.7,0.842488619052077,0.84397876968156,0.790483241444338,0.827395283800283,0.859196666237784,0.8868931172769,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.8,0.838137739245319,0.839702370506461,0.784249102438719,0.822454152521742,0.855439850767037,0.883838825622919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1.9,0.833688762286965,0.835337358310481,0.777274663821076,0.817410488455333,0.851626847606458,0.881123063181471,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2,0.82914094081998,0.830915905793486,0.770666725541806,0.81222793478772,0.847735360438621,0.878230120144158,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.1,0.824493615825867,0.82629891944282,0.763932775801243,0.806929905214707,0.843893707536995,0.875277391863455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.2,0.819746221975266,0.821619924725805,0.756387364573769,0.801576626937461,0.839816958986564,0.872369026486046,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.3,0.81489829293949,0.816860931926446,0.749098895219021,0.795997073021757,0.83563507571995,0.869447770968307,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.4,0.809949466633542,0.81204756327593,0.741931265677012,0.790319137691899,0.831418632930923,0.86627633433734,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.5,0.804899490359675,0.807109730022493,0.73428047997624,0.78445840648191,0.827150235144367,0.863402133328924,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.6,0.799748225819226,0.801953609584166,0.726462383708226,0.778432837125726,0.822818180113904,0.860449200269637,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.7,0.79449565395938,0.796831337370122,0.718574961219713,0.772473747465583,0.81845032271393,0.857526891752226,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.8,0.789141879620699,0.7915191625363,0.709851869324245,0.766223278805701,0.814137216150925,0.854345656174757,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
2.9,0.783687135950705,0.786185051891885,0.7015849705905,0.759881386184432,0.80953209450008,0.851314938392494,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3,0.77813178854857,0.780727610539742,0.693186794686177,0.753378156138727,0.804696552426216,0.847884324345268,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.1,0.772476339306108,0.775177601801034,0.684392567351467,0.746909038615314,0.800210691754639,0.844834169785141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.2,0.766721429910678,0.769578840068599,0.675397617906628,0.740307808420162,0.795566405986602,0.841758866365958,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.3,0.760867844976514,0.76373883222406,0.666514859774167,0.733731150127512,0.790760447488107,0.838878169854123,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.4,0.754916514772135,0.757997723846643,0.657581924088094,0.727017930264479,0.785776280323714,0.835715080972061,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.5,0.748868517513156,0.752003851140064,0.648171518334481,0.71992725550289,0.78074222401696,0.832439323587691,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.6,0.742725081191742,0.745888048040892,0.638936071176998,0.712802770895536,0.775707135480023,0.829360267503192,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.7,0.736487584916326,0.739798390911219,0.629213727366291,0.705400319156274,0.770579078396415,0.826533968937851,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.8,0.730157559737888,0.733544025100432,0.619767629371265,0.697998336411019,0.765291005838181,0.823203934272864,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
3.9,0.723736688942109,0.727246590589943,0.61000764265441,0.690633417779805,0.759898061090095,0.819831971589342,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4,0.717226807790069,0.720718586006389,0.600228873631133,0.683074521461992,0.754512733736079,0.816552487618968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.1,0.710629902693701,0.714161436211582,0.590035005939269,0.675433533114865,0.749216432088348,0.813028337031653,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.2,0.703948109816065,0.707476736545623,0.579792911547567,0.667478328569279,0.743644952835611,0.809255569660368,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.3,0.697183713090497,0.700781359374676,0.569174481291038,0.659644109268644,0.738113546306335,0.805778534297389,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.4,0.690339141656799,0.693988900558419,0.559009575706158,0.651707598218546,0.732696778639817,0.802221031314353,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.5,0.68341696671691,0.687062195739143,0.54887291151415,0.643810781698257,0.726882921665464,0.79852743020705,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.6,0.676419897816699,0.68004565323749,0.538697686919354,0.635730855589909,0.720898058960846,0.794899854532221,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.7,0.669350778564832,0.67283538352621,0.528482812638627,0.627466509218973,0.714812816113953,0.791164950659045,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.8,0.662212581803798,0.665666580808723,0.518260441645445,0.619101711553451,0.708914804561137,0.787335744820549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
4.9,0.655008404252278,0.658299193002206,0.507588068706235,0.610586937668473,0.703012973431464,0.783598981019583,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5,0.647741460641942,0.651124576488119,0.496843266674476,0.602178292397408,0.696714419053429,0.779802651444512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.1,0.640415077375474,0.643734158964939,0.486420429117608,0.593503510530555,0.690760827067805,0.775637206346283,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.2,0.633032685736052,0.636264192511643,0.475677240436835,0.584933761235238,0.684506463779141,0.771823553786973,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.3,0.625597814681717,0.628748616933019,0.46533013850598,0.576356693543745,0.678159766039328,0.767704431334537,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.4,0.618114083260884,0.621022561962948,0.454602853989475,0.567770996828447,0.67176432351646,0.763608316292876,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.5,0.610585192687785,0.61339624485793,0.444147031446294,0.558935344506233,0.665436102677208,0.759729382015871,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.6,0.603014918118748,0.605726396837844,0.433463950581886,0.550043891524764,0.659001634132984,0.755921295716659,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.7,0.595407100171983,0.598054449527354,0.423197952543924,0.541260215963663,0.652382682246418,0.752066340660191,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.8,0.587765636234881,0.590303265368278,0.412802339078482,0.532449495976438,0.645705764652726,0.747639372131787,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
5.9,0.580094471603815,0.58242929229444,0.402456398760926,0.523683086902362,0.639191610568694,0.743826354973954,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6,0.572397590501931,0.574525460194132,0.391652377701454,0.514969623705162,0.63251973743009,0.739930714845762,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.1,0.564679007020595,0.566662054821975,0.381399149101663,0.506131686122049,0.625891330770834,0.735616895161144,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.2,0.556942756029896,0.558575455819285,0.371651947282143,0.497236927077796,0.619203629259313,0.731474039112636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.3,0.549192884102968,0.550531212194105,0.36222931811239,0.488205283773469,0.612378212460848,0.727178952732208,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.4,0.54143344049793,0.542464218029675,0.352407057994962,0.479347942704296,0.605498426300841,0.722573330496535,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.5,0.533668468239886,0.534548057163792,0.342517480339257,0.470588377398806,0.598634364772247,0.718184972193088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.6,0.525901995343814,0.526499127827633,0.333210689986989,0.461449071023914,0.591627018933033,0.714044581997186,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.7,0.518138026217218,0.518376846424599,0.323906402959926,0.452582435074299,0.584530281484831,0.709917404062713,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.8,0.510380533279271,0.510333718391363,0.314824179549393,0.44368981253349,0.57751266533451,0.70548927856389,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
6.9,0.502633448830751,0.502265953495842,0.305587038032707,0.4349123121699,0.570656642484654,0.700793467529021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7,0.494900657206478,0.494139260436749,0.296440559697132,0.426243674384767,0.563693913301645,0.696530066607747,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.1,0.48718598723925,0.486112114774462,0.287599628205497,0.417611549914301,0.556466192656109,0.692265203260306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.2,0.479493205061356,0.477981694542388,0.278875422507977,0.408901567705697,0.549289113398519,0.687944661698359,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.3,0.471826007266839,0.470031518159818,0.270216861452466,0.399958943719381,0.542177960375105,0.683577475711267,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.4,0.464188014454644,0.462059634142718,0.261781262972239,0.391444173681051,0.534982833785782,0.679118269223501,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.5,0.456582765169765,0.454023618823284,0.253510084558136,0.383079590717155,0.527863458715695,0.674419483750926,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.6,0.449013710256491,0.446016080318047,0.245452927809381,0.374715892966455,0.520703399405936,0.669840894828774,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.7,0.441484207634844,0.438089097934781,0.237740123313467,0.36629719123372,0.513638615875864,0.665176591351509,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.8,0.433997517508389,0.430060328316749,0.230055448085699,0.357971480612943,0.50631717936299,0.660620201435446,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
7.9,0.42655679800876,0.422128850593606,0.222670531055962,0.34968242286505,0.499058342133988,0.655856098482996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8,0.419165101279498,0.414436125422274,0.215464939324393,0.341400577756546,0.491830662578972,0.651173374124446,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.1,0.41182536999919,0.406525745653941,0.208155140934034,0.33359272079958,0.484773164403992,0.646490185747341,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.2,0.404540434341452,0.398780799745383,0.201024945660159,0.325600999650317,0.477604224337463,0.641385155640169,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.3,0.397313009366934,0.390865443203159,0.194094111714031,0.317688565450323,0.470383769021383,0.636498545662214,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.4,0.390145692840435,0.383117415765067,0.187395947618473,0.309923777707681,0.463178413577682,0.63166987587018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.5,0.383040963464196,0.37560012093788,0.180916649705753,0.302364409591209,0.456289822721149,0.626644446565277,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.6,0.376001179516644,0.368028943117125,0.17462550686719,0.294753050915954,0.449195841113091,0.621913758603877,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.7,0.369028577884265,0.360492788371118,0.168513059366592,0.287365037675834,0.442174875276621,0.616447752163709,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.8,0.362125273472827,0.35299167522669,0.162618878841537,0.27995818026263,0.434973366019074,0.611415747846474,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
8.9,0.355293258982912,0.345686591355624,0.156791720407164,0.272796947490604,0.428047668275599,0.606487970646778,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9,0.34853440503369,0.33839467772048,0.151181345368609,0.265619810798068,0.420931556140768,0.601560279628954,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.1,0.341850460617898,0.331169812440164,0.145743623256833,0.258562224639257,0.413643511292356,0.596444933843112,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.2,0.335243053870327,0.324043480816464,0.140469119302398,0.251859588437001,0.406722142362345,0.591585957806493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.3,0.3287136931315,0.31699744185591,0.135260581008828,0.24510925954514,0.39984510224433,0.58658808578767,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.4,0.322263768287854,0.309952893207917,0.130254114708124,0.238535866140353,0.392861396976093,0.581559762312445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.5,0.315894552369453,0.303067718205813,0.125384318686801,0.232103693876017,0.385905262897587,0.576608450084003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.6,0.309607203386126,0.296278555887941,0.120503587354604,0.225821549641109,0.379248622999398,0.571624738777924,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.7,0.303402766382951,0.28951982038903,0.1158606225577,0.219561438036195,0.372466996510269,0.566382920094646,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.8,0.297282175696106,0.282871094693746,0.111323300940686,0.213244433550714,0.366124070054134,0.561086891161997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
9.9,0.291246257390332,0.276343648183525,0.10704676455137,0.207096623278173,0.359700378314912,0.556032197811532,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10,0.28529573185958,0.269965151874922,0.102995824060182,0.201287575487552,0.353154674698247,0.551010506115676,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.1,0.279431216572841,0.263598009889102,0.098986050841327,0.195522845544704,0.346553882299266,0.545381953640247,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.2,0.273653228947603,0.257373882732096,0.0950081527290921,0.189935116776103,0.340217546080189,0.539992739792246,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.3,0.267962189333975,0.251370953630705,0.0913000770553115,0.184521506050703,0.333787730562909,0.53516720440276,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.4,0.262358424093098,0.245400369059461,0.0877324586827761,0.179108187616429,0.327443940194027,0.529994521483956,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.5,0.25684216875414,0.239583809859302,0.0843126798838869,0.173865019184397,0.321318831378278,0.524884336705802,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.6,0.251413571234846,0.233788671822971,0.0811877048749329,0.168814840630728,0.315161622309624,0.520232227507629,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.7,0.24607269511137,0.228060225364628,0.0782080542951788,0.163802884742488,0.308971184028986,0.514812781989731,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.8,0.240819522923848,0.222445177969574,0.0752913381458558,0.159071812264996,0.302774267356017,0.509903930362609,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
10.9,0.235653959504935,0.216859004938416,0.0722559356744756,0.154422056963202,0.296894702081533,0.504818610307189,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11,0.230575835319329,0.211443815358875,0.0693136559672808,0.149789635638878,0.290786339671287,0.499852692504695,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.1,0.22558490980306,0.206151337858996,0.0666488940314841,0.145322936111652,0.284905940541578,0.494972211484752,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.2,0.22068087469212,0.200937895438526,0.0640836313132838,0.1409232418364,0.279232542260156,0.489917118405171,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.3,0.215863357330765,0.195694282808928,0.0614790257714271,0.136576644769698,0.273351785870627,0.484621302920945,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.4,0.211131923950595,0.190622491932849,0.0589550455894432,0.132443622094121,0.267686552893148,0.479791714197493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.5,0.206486082912265,0.185695855381175,0.0565994308419941,0.12832432996367,0.262006180409609,0.47446586886239,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.6,0.201925287902387,0.180802674327264,0.0543710677990972,0.124285139827247,0.256616829050678,0.470072388370075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.7,0.197448941078911,0.176037740249096,0.0522082875376359,0.120393039760928,0.251205086626899,0.465048014956265,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.8,0.193056396158951,0.171445332878257,0.0500375300354721,0.116729310328701,0.24582063582032,0.459714477321839,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
11.9,0.188746961443661,0.166877684342334,0.0480406757262644,0.113034648630084,0.240463357369613,0.454361285864963,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12,0.18451990277543,0.16240059560835,0.0461018736497279,0.109531179882986,0.235382060505763,0.448968186526126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.1,0.180374446423213,0.158067775264951,0.0441202297318657,0.10603398714998,0.230353637990377,0.44441576078403,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.2,0.176309781892451,0.153858941500191,0.0422325573700094,0.102669635115542,0.225219946238818,0.439862692000638,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.3,0.172325064656515,0.149694186372471,0.040539816150081,0.0993610614086439,0.220315489112974,0.434610854015613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.4,0.168419418807147,0.145593798852916,0.0388609925805544,0.0961785869941163,0.21540002982173,0.429624105291271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.5,0.164591939621853,0.141660296249056,0.0372176695056823,0.0930765073628183,0.210616314438634,0.424957074059857,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.6,0.160841696046645,0.137767975255108,0.035663141129716,0.0900717979952411,0.205914179470552,0.420282169315084,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.7,0.157167733092932,0.133952973602922,0.0341687772160269,0.0871646841230366,0.201329598697068,0.415025775049435,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.8,0.153569074147787,0.130234670748262,0.0327192469905895,0.0843064601155378,0.19672921111183,0.409820111296459,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
12.9,0.15004472319713,0.126585069061578,0.0313608151086315,0.0815869996403448,0.192337984357991,0.404634577113596,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13,0.146593666961743,0.12305737098011,0.0300968205392856,0.0789432100530307,0.188055182914902,0.399470245354882,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.1,0.143214876946295,0.119638659600931,0.0288867301562799,0.0762601397620322,0.183741442560336,0.394328170376699,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.2,0.139907311401876,0.116313737021986,0.0276956918839252,0.0737417306480968,0.179399348179361,0.389174977880449,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.3,0.136669917202738,0.112975881482271,0.0265195281708141,0.0712763517026535,0.175229250752844,0.384125178859552,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.4,0.133501631638228,0.109753580004279,0.0253734783796003,0.06891855798466,0.171115060067034,0.379246077174708,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.5,0.130401384121056,0.106620730015957,0.0242767803012646,0.0666621020846648,0.167047943023596,0.37453228979489,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.6,0.127368097813234,0.1035603963226,0.0232276180977932,0.0644388807534787,0.163063390233344,0.369838101469805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.7,0.124400691171207,0.100562367107734,0.0222431322975208,0.0622833409309952,0.159338473442933,0.365163980980773,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.8,0.121498079411804,0.0976202269978163,0.021345556104298,0.0602006327899961,0.155543321493799,0.360182363139045,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13.9,0.118659175900779,0.0948224024459308,0.0204726811154684,0.0581804151498055,0.151765008968591,0.355528302404125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
14,0.115882893465821,0.0921122486307798,0.0195940063162843,0.0562185367119122,0.148116303198496,0.351100900456455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.5,0.902549666925382,0.90322077204984,0.87222866825752,0.893447327627978,0.912528885108648,0.928703649202713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
0.6,0.902551617256407,0.903208929392882,0.872563359794417,0.893498234780577,0.912496397544279,0.928592616737732,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
0.7,0.902550307488948,0.903180824989056,0.872537887609992,0.893477854737205,0.912440168735194,0.928561400975339,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
0.8,0.90254573827582,0.903177241566672,0.872548854918597,0.893438463434993,0.912476032223326,0.92852514498262,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
0.9,0.902537910300372,0.903179979288527,0.872497812121039,0.893351748732189,0.912547091772971,0.928617337680878,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1,0.902526824276103,0.903163391802793,0.872361786726263,0.893316828140657,0.912602830653167,0.928683135508614,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.1,0.902512480946481,0.903156824893288,0.872067195132204,0.893272948642027,0.912601541837853,0.92890988470001,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.2,0.902494881084941,0.903092096910013,0.871680603519438,0.893135640791511,0.912678530054752,0.929203643484424,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.3,0.902474025495082,0.903127444505944,0.871148067320676,0.892990433267651,0.912827353925455,0.929511161655337,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.4,0.902449915011052,0.903119537874196,0.870801128529751,0.892810413726074,0.912934891443127,0.929837169547213,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.5,0.902422550498114,0.903124014626028,0.870411006012635,0.892728599330257,0.913091327639525,0.930077770984832,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.6,0.902391932853408,0.903157088556735,0.870004316580377,0.892538715647634,0.913227146652054,0.930332698805164,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.7,0.902358063006887,0.903125829789043,0.869357455521752,0.892345305015385,0.913387012635909,0.930492074065006,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.8,0.902320941922448,0.903163054220417,0.86870126201665,0.892172184549871,0.9135001700818,0.930812123352935,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
1.9,0.902280570599229,0.903155887317851,0.86803746796732,0.891909731978129,0.913642305136634,0.931419068686064,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2,0.902236950073095,0.903176015710849,0.867364586848427,0.891678127142404,0.913805050925828,0.931709234380564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.1,0.902190081418298,0.903179007924048,0.866535794459797,0.891461047854562,0.91397169180878,0.932098801670496,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.2,0.902139965749301,0.903172571198574,0.865817002025817,0.891285669161805,0.914134420857145,0.93260476110339,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.3,0.902086604222787,0.903222056209599,0.864978368350021,0.891033948142422,0.914289467761262,0.933022129232857,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.4,0.902029998039819,0.903196346109094,0.864002930493348,0.890744367908324,0.914508430629925,0.933465631815111,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.5,0.901970148448178,0.903148625650288,0.863016847304534,0.890488226111355,0.91468969130937,0.934033980218047,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.6,0.901907056744854,0.903161650495502,0.862059453196967,0.890205173289207,0.914946343480513,0.934578650722421,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.7,0.901840724278694,0.90314317802985,0.861011227563765,0.889887525810947,0.915126185811331,0.934994039640018,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.8,0.901771152453206,0.903213398663656,0.859846897352408,0.889623415113993,0.915373608779542,0.935609110879316,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
2.9,0.901698342729512,0.903191516054309,0.858731261795946,0.889361477281047,0.915621845893045,0.936220054595287,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
3,0.901622296629446,0.903130966232001,0.857599465495567,0.889101318555234,0.915843746471515,0.936817852717627,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
3.1,0.901543015738792,0.903145898391612,0.856366613298803,0.888776478512443,0.916079219186217,0.93742812002005,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
