"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","N","S","RBD","LFA","Direct","Neutralization","testName"
6.1,0.680180194871715,0.695213961096017,0.392916350573297,0.60033964290384,0.774456706904984,0.885352883967244,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.2,0.675109469785988,0.690247771946759,0.382784233768901,0.593383619890375,0.771347627181345,0.885053393119424,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.3,0.670018425312648,0.685311680585793,0.372397816053249,0.586171318585046,0.768313140582862,0.884840648502533,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.4,0.66490888255681,0.680442383008576,0.362554471809706,0.578931819999029,0.765335095872678,0.884608832912593,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.5,0.659782662565201,0.675485438491682,0.353315238917934,0.57181201575206,0.762347630072906,0.884319739715678,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.6,0.654641583195821,0.670387409742977,0.344065609328382,0.56432497981255,0.759241586777159,0.883953930076914,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.7,0.649487456090902,0.665509646208649,0.333753749031388,0.556813238789057,0.756155602748715,0.883793982834209,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.8,0.644322083760387,0.660177421232259,0.324062823067892,0.549489047654763,0.753190589904541,0.883570002490047,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
6.9,0.63914725678218,0.654920179978761,0.314602290584953,0.542341718658951,0.75010772967281,0.883332571101559,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7,0.633964751124451,0.649629217703547,0.305234915954199,0.534810424651808,0.746739558731207,0.882931332144682,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.1,0.628776325594367,0.644674401668876,0.295488553629697,0.527359784639611,0.743692199053116,0.882406503741914,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.2,0.623583719416761,0.639320449782769,0.286586765255469,0.519853679260426,0.740633640478432,0.882048706656091,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.3,0.618388649945414,0.633976351054213,0.278136428293157,0.512279689928559,0.737395893196742,0.881823297553812,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.4,0.613192810508849,0.628392364894406,0.269536149029398,0.50503568133461,0.734046142078697,0.881378429215452,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.5,0.60799786839182,0.622785683829372,0.261507188807551,0.497337399521906,0.730764952524311,0.880921734374076,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.6,0.602805462952974,0.617486668407973,0.252940051772675,0.489736610585192,0.72722972317939,0.880554902265517,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.7,0.597617203878556,0.611899804365016,0.244410069543814,0.482080598497899,0.723612810175714,0.880338946542998,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.8,0.592434669571395,0.606522038856898,0.236064218533321,0.474469423140578,0.720202214626528,0.879955511183695,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
7.9,0.587259405673928,0.600857076536774,0.228470655475278,0.467102200825474,0.716983889420638,0.879529859876821,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8,0.582092923723461,0.595271621925897,0.220994154038763,0.459539107984593,0.71353526465284,0.879102906634057,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.1,0.576936699937446,0.589677772341462,0.213732530450997,0.45198311150662,0.70993175523251,0.878693066611783,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.2,0.571792174126149,0.583953833938334,0.206304984326562,0.444715410359103,0.706812362894452,0.878301469297076,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.3,0.566660748729684,0.57832722214847,0.199375597127964,0.437422612773633,0.703271905206864,0.877933258104462,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.4,0.561543787976108,0.572711511388725,0.192509477502046,0.430081307239404,0.699709943045686,0.877591957137733,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.5,0.556442617156935,0.567049280126581,0.186059016867626,0.422523036533409,0.69604957451403,0.877235314605846,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.6,0.551358522016223,0.561144691362752,0.179715509802211,0.415587082842515,0.692502250552634,0.87684657175891,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.7,0.546292748249154,0.555341855385452,0.173622100918539,0.408456410400816,0.688942208695315,0.876471635360239,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.8,0.541246501105838,0.549646892948894,0.167789304568176,0.401410194349005,0.685234660389383,0.87609265348722,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
8.9,0.536220945095961,0.543826303273497,0.161794565671746,0.394217854912038,0.681702378199821,0.875711097447486,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9,0.531217203789766,0.538207846135115,0.156054863802916,0.387279186308616,0.678331097084933,0.875402201633286,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.1,0.526236359710749,0.532443727393481,0.150333918753593,0.380405820936418,0.674897098092226,0.875101710590764,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.2,0.52127945431546,0.526795379571506,0.144780290056544,0.373413421909988,0.671047515217108,0.874653522998433,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.3,0.516347488055697,0.520891129295754,0.139222548537695,0.366239812260082,0.667684557547655,0.874331262618735,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.4,0.511441420518428,0.515002286904177,0.133937460179763,0.35939104556659,0.663853644644276,0.874001059966385,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.5,0.506562170638776,0.509121172554277,0.129011641734827,0.352450174506822,0.660134418151773,0.873666819893421,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.6,0.501710616981426,0.503221249808965,0.124065314371569,0.345790517042793,0.656625791536201,0.873053641930799,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.7,0.496887598085895,0.497501286204892,0.119242132586383,0.338960269582004,0.652719160007257,0.872651616630815,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.8,0.492093912871154,0.491739411355267,0.114781875708582,0.332184519750628,0.648964479117325,0.872269487708748,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
9.9,0.487330321095197,0.485698519544173,0.110550242374184,0.325506790201471,0.645349058458981,0.871868819804294,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10,0.482597543865235,0.480059504633543,0.106287225871029,0.318797275751426,0.641888587277227,0.871678874245769,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.1,0.477896264194324,0.474062654067832,0.102177531472553,0.312359601560726,0.638229975563358,0.871501461025553,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.2,0.473227127600339,0.468185772980401,0.0983073728270359,0.305866722251541,0.634630276549499,0.871322473768541,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.3,0.468590742743344,0.462329472319235,0.0946965499008458,0.299559414068001,0.630710029378667,0.870830702956137,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.4,0.463987682097558,0.456366038502924,0.0910616434574869,0.29338208911988,0.626963494554989,0.870574974011598,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.5,0.459418482654235,0.450431136025165,0.0874740714137019,0.287198426834573,0.623105660970193,0.870203345107515,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.6,0.454883646651943,0.444670064381514,0.0840464519171685,0.281061547901664,0.619063296856866,0.870029632335842,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.7,0.450383642330865,0.439051436933113,0.0806403773000226,0.275027858718346,0.615102314989791,0.869499881136221,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.8,0.44591890470792,0.433049781720746,0.0775648429486711,0.269221551151815,0.611107792277845,0.868866436994499,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
10.9,0.441489836369615,0.427312469243111,0.0745539281617174,0.263268753311818,0.607115248581942,0.868227456750011,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11,0.437096808279748,0.421520841488986,0.0716481876348377,0.257447999176122,0.603144682204434,0.868130996996044,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.1,0.432740160599185,0.415841087341131,0.0687811935876182,0.251643726841873,0.599123335102377,0.867688992371344,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.2,0.42842020351512,0.410224650464558,0.0660213763992518,0.245938296100809,0.595295797302128,0.867068230398553,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.3,0.42413721807737,0.404711607291471,0.0634146855680688,0.240260842869149,0.591506712914801,0.86659230912183,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.4,0.419891457039396,0.39923109424514,0.0609629100122641,0.234625224829995,0.587606036910736,0.866499545097108,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.5,0.415683145701904,0.393463393042727,0.0585108892775821,0.229297338577995,0.583781060750447,0.866289354570242,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.6,0.411512482757006,0.387980540141606,0.0561241667303959,0.223909933109423,0.579961714685155,0.865602131345483,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.7,0.407379641131071,0.382736726249907,0.0538931058988498,0.218718878758724,0.576056297023552,0.864890683930792,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.8,0.403284768824533,0.377264663507425,0.0517872896891973,0.213701804895784,0.571801602886945,0.864393705162632,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
11.9,0.399227989747038,0.371645133442793,0.049760763104519,0.208766778488752,0.567706242586724,0.864040441124772,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12,0.395209404546457,0.366269439442813,0.0478099914352476,0.203952078891832,0.563570625702603,0.863814569273035,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.1,0.3912290914304,0.361116612508938,0.0459319997066175,0.199103330801605,0.559329824711732,0.863680522847839,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.2,0.387287106978993,0.355937442528283,0.0440708728876315,0.194477985482832,0.554994973905109,0.863546832601961,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.3,0.383383486947781,0.35063272381248,0.0422400431620846,0.189791545642627,0.550998004711435,0.863143818667997,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.4,0.379518247059735,0.345556329419033,0.0404435573822247,0.185148472089274,0.547109015425705,0.862924966965093,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.5,0.375691383785442,0.340381293881263,0.0387385648901057,0.180529086498136,0.543156860441783,0.862705818963954,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.6,0.371902875110648,0.335298376683569,0.0370921985384892,0.176129857063864,0.539041586062677,0.862486374443217,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.7,0.368152681290422,0.330267285566383,0.0355132170512882,0.171838555295582,0.534572856651178,0.862261490558242,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.8,0.364440745589295,0.325174845022986,0.0339990783106603,0.167667986994794,0.530417067051547,0.862032949316043,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
12.9,0.360766995006804,0.320146095110004,0.0325490679298963,0.163442730597091,0.526184138904279,0.861803350637227,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13,0.357131340987967,0.315124699773308,0.0311577329622329,0.159490648773219,0.52221071697113,0.861434033728457,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.1,0.35353368011825,0.310032278742971,0.0298237098381057,0.155509145248991,0.518130002976277,0.860957293190019,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.2,0.349973894802711,0.30509751918103,0.0285536818202344,0.151558978718094,0.51394362604326,0.860476691881907,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.3,0.346451853929008,0.30035005926529,0.0273629034780623,0.147675108636291,0.509852232071259,0.859994699491075,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.4,0.342967413514072,0.295472118725264,0.0262208611779946,0.143938002670962,0.505638154626352,0.85950930944412,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.5,0.339520417334264,0.2905308014817,0.0251252528781731,0.140362078191071,0.501698185041196,0.859022011910881,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.6,0.336110697538909,0.285714943369294,0.0240742915436155,0.136835604375253,0.497545399825844,0.858615256579968,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.7,0.332738075247129,0.280982234157584,0.0230666563953224,0.133150438629552,0.49361742202139,0.858357035325747,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.8,0.329402361127967,0.276505785883998,0.0220995937429059,0.129775118451077,0.489499949611897,0.857990734403101,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13.9,0.326103355963802,0.272022451067858,0.0211723180572323,0.126519950745965,0.485485435555196,0.857681841868207,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
14,0.322840851197129,0.267292074808941,0.020283263400156,0.123272377548216,0.481256627200327,0.857369890173217,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
0.5,0.8983871680516,0.899253975136911,0.866196200192627,0.888741679307982,0.908901444902936,0.926203122420721,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
0.6,0.89754179867977,0.898423517885619,0.8650795223059,0.887840061657461,0.908127192702749,0.925560937760866,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
0.7,0.896688077021968,0.897519805001109,0.864084566179576,0.886875286170512,0.907287841742396,0.924902569831083,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
0.8,0.895825938833936,0.896698190570063,0.86280111479251,0.885896483645294,0.906539770629035,0.924294741985691,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
0.9,0.894955320124852,0.895851409926553,0.861591405913309,0.88494312983378,0.905794050680048,0.9237061178537,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1,0.894076157188415,0.895041469115924,0.860197996776145,0.883888488146518,0.905034596192527,0.923105918132355,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.1,0.893188386634786,0.894215712633096,0.858763304559282,0.88284789911767,0.904393975445159,0.922508012691999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.2,0.892291945423367,0.893376437123445,0.857498794316606,0.881783163599685,0.903641930207824,0.922027030006304,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.3,0.89138677089642,0.89251219720087,0.856092466558639,0.880700194628022,0.902891351323675,0.921543464959749,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.4,0.890472800813526,0.891641992992873,0.854469448325343,0.879618904660912,0.902165489298149,0.921104855190715,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.5,0.889549973386862,0.890752205422724,0.852945036203177,0.878508530238678,0.901413904810548,0.920725392067035,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.6,0.888618227317305,0.889949425454968,0.851186599736425,0.877387088640469,0.900732320948646,0.92031207405713,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.7,0.887677501831337,0.889018555118454,0.849567732919763,0.876327375816126,0.900045418986556,0.919815622170817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.8,0.88672773671875,0.8881006576776,0.847805272769554,0.875128536498507,0.899313972070538,0.91944690315484,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
1.9,0.885768872371119,0.887217385936128,0.846149813216338,0.873938157394897,0.898601344884334,0.919121174947474,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2,0.884800849821049,0.886265360489616,0.844224443814107,0.872681986200741,0.897879471737843,0.91878575858586,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.1,0.883823610782152,0.885361683661374,0.842425401730067,0.871458219008318,0.897162039684197,0.918428007463614,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.2,0.882837097689749,0.884367043070814,0.840834979247571,0.870231988391373,0.89644288363013,0.918174028628526,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.3,0.88184125374226,0.883383940669855,0.838903222341861,0.868969137335275,0.895745686907753,0.918002021563981,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.4,0.880836022943269,0.882404562737855,0.83684341142152,0.867661938972973,0.895067989138388,0.917677460706402,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.5,0.879821350144211,0.881428134597539,0.834664742577198,0.86643879512633,0.894387701935929,0.917335488967986,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.6,0.878797181087679,0.880432889615477,0.832720848620057,0.865174276600848,0.893681672296845,0.917123029679159,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.7,0.877763462451289,0.879460673506948,0.830648725529031,0.863992478431546,0.893034721330139,0.917064710223139,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.8,0.876720141892073,0.878503999900927,0.828213146908434,0.862622007367388,0.892328580848678,0.916759474466382,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
2.9,0.875667168091376,0.877482427080047,0.826140593081759,0.861249572533757,0.891654897957958,0.916515080342281,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3,0.874604490800183,0.876449099622075,0.823862661595652,0.859969569541082,0.890934639413082,0.916308708019057,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.1,0.873532060884855,0.875383759855846,0.821465342202318,0.858553227396238,0.890216990386325,0.916104277751802,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.2,0.872449830373223,0.874329483025798,0.819221448000401,0.857176431689193,0.889538175506247,0.916029669451236,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.3,0.87135775250097,0.873342148613582,0.816748398134419,0.855917492069343,0.888837958189725,0.915680699307696,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.4,0.870255781758268,0.872296733927935,0.814301532927463,0.854593584267182,0.888173674743267,0.915406706760209,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.5,0.86914387393661,0.871334794403771,0.811902773605538,0.853136938466877,0.887503338212359,0.915241195904115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.6,0.868021986175766,0.870276498173521,0.809358239732376,0.851693790865241,0.886819952094185,0.915150704749854,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.7,0.866890077010817,0.869214751973713,0.806769904868196,0.850108424629027,0.886151320362947,0.915017582690782,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.8,0.865748106419194,0.86808363029012,0.804084647315657,0.848631728382251,0.885479198671809,0.91501295941912,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
3.9,0.864596035867669,0.86699358137495,0.80115082166451,0.847142802157723,0.884772977937787,0.914910646163535,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4,0.86343382835921,0.865889366699618,0.798507234529473,0.845566945872336,0.884086821682947,0.914865062416507,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.1,0.862261448479656,0.864855947055431,0.796103526431507,0.844049009695314,0.883402368903867,0.914787771387436,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.2,0.861078862444126,0.863726474029363,0.793052888473069,0.842485613421902,0.882690594501844,0.914716789402956,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.3,0.859886038143089,0.862684644762667,0.78994330083395,0.840926804479166,0.881981789819225,0.914683377973879,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.4,0.858682945188041,0.861556198384995,0.787034996249016,0.839227068835766,0.881277155671054,0.91447964980873,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.5,0.857469554956685,0.860500239915338,0.784135978823997,0.837672717661137,0.880582953364925,0.914645745206503,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.6,0.856245840637568,0.859332155628477,0.781179495391516,0.836123743516533,0.879849555940974,0.914698966085559,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.7,0.855011777274086,0.858205727372878,0.778062740278983,0.834574617524095,0.879231549539805,0.914763185560218,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.8,0.853767341807781,0.857066309394875,0.774688904866624,0.832871827923696,0.87849802237065,0.914865210358867,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
4.9,0.852512513120856,0.855921953277785,0.771411923914922,0.83117499577559,0.87778280278467,0.914989951593446,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5,0.851247272077837,0.854764938726242,0.76822686965469,0.829458098740888,0.877103907623299,0.914999525229204,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.1,0.849971601566306,0.853669018588751,0.765189945723726,0.8277800284018,0.876403853703603,0.914866555015306,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.2,0.848685486536618,0.852490123063452,0.762057554558478,0.826200346060068,0.87570703834435,0.914924291373526,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.3,0.847388914040555,0.851381770937853,0.758416796106973,0.824495394918012,0.874906574302463,0.914757615627415,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.4,0.846081873268813,0.850219293430737,0.754956812369282,0.822833369021276,0.874106519531878,0.914776797820336,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.5,0.844764355587279,0.849055495207095,0.751324626417421,0.821119849057622,0.87345394689782,0.914929837102459,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.6,0.843436354572013,0.847933834904709,0.747806372789667,0.819344655864996,0.872717982031912,0.91493465580182,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.7,0.842097866042872,0.84668688526724,0.744325673905825,0.817600011789269,0.871953320633717,0.914793906123288,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.8,0.840748888095709,0.84546805876259,0.741042707225276,0.815701466749413,0.871279713277884,0.91480235112617,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
5.9,0.839389421133096,0.844219580402184,0.737650560733603,0.813881551200423,0.870649195159308,0.914803379519325,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6,0.838019467893485,0.84297053994849,0.733939584794176,0.811985109760588,0.86984320340999,0.91496490037994,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.1,0.836639033478781,0.841752855727996,0.730673571252286,0.810161957614369,0.869220251433725,0.915098066441903,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.2,0.83524812538025,0.840584543669112,0.726762823675018,0.808189172635612,0.868534422889793,0.915080304700273,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.3,0.833846753502714,0.83939633143071,0.72301293721002,0.806349667012907,0.867872350311947,0.91517476692817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.4,0.832434930187001,0.838092688787429,0.719608813048959,0.804426203955326,0.867131956545827,0.915117347287604,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.5,0.831012670230574,0.836802794203081,0.715849330880527,0.802512737189804,0.866438790386172,0.915059316093954,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.6,0.829579990906332,0.835620293841645,0.711837099885068,0.800532466515735,0.865721364704434,0.915190989019332,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.7,0.828136911979523,0.83428706796403,0.707453417151835,0.798582050394424,0.864882406097964,0.915202059665919,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.8,0.826683455722734,0.833016796781149,0.703213016438939,0.796727127581942,0.864206150444932,0.91519419940067,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
6.9,0.825219646928948,0.831677967714383,0.699289628199542,0.794717673814048,0.863457345118454,0.915362381705662,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7,0.823745512922614,0.830309609202981,0.695445618574533,0.792788486224863,0.862642452308652,0.915278368037425,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.1,0.822261083568728,0.829037664264519,0.691217601644968,0.790866164027895,0.861916299039774,0.915364205573926,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.2,0.820766391279897,0.827785030203994,0.687260952605498,0.78876413606828,0.861210704914179,0.915539327098879,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.3,0.819261471021372,0.826456109940093,0.68303835648803,0.786742139360638,0.860440583942816,0.915452818619876,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.4,0.817746360314036,0.825173182029191,0.679153308228774,0.784623163568761,0.859637951514491,0.915472265925501,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.5,0.81622109923535,0.823855342585516,0.674734712686703,0.782587664703379,0.858931357056495,0.915528676818773,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.6,0.814685730418238,0.822491578251704,0.670210692469739,0.780518441433017,0.8581889751829,0.915607259864929,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.7,0.813140299047921,0.821175690331315,0.665856153307641,0.77840782708521,0.857480769335592,0.915705772760696,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.8,0.81158485285671,0.819755460928175,0.661079842872995,0.776198924658141,0.856736304168064,0.915783162290492,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
7.9,0.810019442116742,0.818276162576028,0.656442063755017,0.774051601096676,0.855935896175373,0.915922121524618,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8,0.808444119630703,0.816902452654002,0.651966183353595,0.771895425257898,0.855206659719558,0.915941645620872,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.1,0.806858940720521,0.815493229216661,0.64794987723894,0.769720322036419,0.854439255391168,0.91602013614762,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.2,0.80526396321407,0.814022427327231,0.643273060092838,0.767414142601113,0.853666199287098,0.916101308237236,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.3,0.803659247429896,0.812546209860027,0.638717844089717,0.765148024161439,0.852911589523471,0.916190104942851,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.4,0.802044856159989,0.811155146141358,0.634163181698472,0.762889343583603,0.852058704387587,0.916210952805805,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.5,0.800420854650635,0.80965676879077,0.629879385930227,0.760569184903734,0.851265995799346,0.916327949371793,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.6,0.798787310581371,0.808243484772202,0.625228422875546,0.758199838968972,0.850436846507537,0.916477064539701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
8.7,0.797144294042085,0.806812864592972,0.620629091195222,0.755836653061568,0.849675160365485,0.916618017944352,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
