"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","testName"
9,0.994700586864954,0.996968342565588,0.975955478487488,0.993353462318404,0.998705297762266,0.999796378983011,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.1,0.994829766269545,0.997077305400789,0.976292263209055,0.993529428595044,0.998761055761488,0.999809374584365,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.2,0.994955224426556,0.997181250092774,0.976616462522885,0.993709860597811,0.998814424326829,0.999821236731068,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.3,0.995077082173819,0.997279410612962,0.976970254685877,0.9938796282399,0.998866918554032,0.999833139763588,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.4,0.995195456040515,0.997376787780208,0.977340461880059,0.994039115436401,0.998914609532184,0.999843561310932,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.5,0.995310458412483,0.997467542380316,0.977667881857362,0.994197077595047,0.998960926984146,0.999853439636935,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.6,0.99542219769083,0.997559096019149,0.978013108686492,0.994356328758146,0.999005997645384,0.999862786409099,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.7,0.995530778444135,0.997647719066946,0.978415271227787,0.99450213947835,0.999046677787906,0.999871341259887,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.8,0.995636301554497,0.997728760971063,0.978768359805538,0.994643380030992,0.999087069835939,0.999879470267229,"Elecsys Anti-SARS-CoV-2 Roche spike"
9.9,0.99573886435771,0.997806851941222,0.979056190891881,0.994786561985948,0.999126068243388,0.999887058359386,"Elecsys Anti-SARS-CoV-2 Roche spike"
10,0.995838560777777,0.997879912250948,0.979355786198465,0.994918053842285,0.99916308773252,0.999894140147931,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.1,0.995935481456026,0.997954210412319,0.979709619951294,0.995050272978935,0.999201041430033,0.99990087912497,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.2,0.996029713875048,0.998021774263731,0.97997166869648,0.995184488777036,0.999235463914763,0.999906897568577,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.3,0.996121342477653,0.998090023135567,0.980265133107535,0.995323256727205,0.999270349093593,0.999912336424059,"Elecsys Anti-SARS-CoV-2 Roche spike"
